Year,District,Wheat_Yield_t_ha,year,week_1_precip,week_1_LST,week_2_precip,week_2_LST,week_3_precip,week_3_LST,week_4_precip,week_4_LST,week_5_precip,week_5_LST,week_6_precip,week_6_LST,week_7_precip,week_7_LST,week_8_precip,week_8_LST,week_9_precip,week_9_LST,week_10_precip,week_10_LST,week_11_precip,week_11_LST,week_12_precip,week_12_LST,week_13_precip,week_13_LST,week_14_precip,week_14_LST,week_15_precip,week_15_LST,week_16_precip,week_16_LST,week_17_precip,week_17_LST,week_18_precip,week_18_LST,week_19_precip,week_19_LST,week_20_precip,week_20_LST,week_21_precip,week_21_LST,week_22_precip,week_22_LST,fortnight_1_precip,fortnight_1_LST,fortnight_2_precip,fortnight_2_LST,fortnight_3_precip,fortnight_3_LST,fortnight_4_precip,fortnight_4_LST,fortnight_5_precip,fortnight_5_LST,fortnight_6_precip,fortnight_6_LST,fortnight_7_precip,fortnight_7_LST,fortnight_8_precip,fortnight_8_LST,fortnight_9_precip,fortnight_9_LST,fortnight_10_precip,fortnight_10_LST,fortnight_11_precip,fortnight_11_LST
2011,Bankura,2.529,2011,0.10828571428571429,29.50142857142857,0.0,29.33257142857143,0.038714285714285715,26.39442857142857,0.5948571428571429,24.423571428571428,0.0,22.744428571428575,0.0,23.718857142857143,0.09485714285714286,23.894571428571428,0.15857142857142859,22.03857142857143,0.0,23.022,0.0,24.251,1.0278571428571428,24.97657142857143,0.0,26.645285714285713,0.0,30.463428571428572,0.3522857142857143,30.271428571428572,1.500714285714286,30.449428571428573,0.0,34.818428571428576,1.0152857142857143,34.44057142857143,0.0,34.93157142857143,0.111,35.914,2.096142857142857,32.32557142857143,2.6672857142857143,34.03857142857143,5.5052,35.6074,0.054142857142857145,29.417,0.31678571428571434,25.409,0.0,23.231642857142855,0.12671428571428572,22.966571428571427,0.0,23.6365,0.5139285714285714,25.810928571428573,0.17614285714285716,30.367428571428572,0.750357142857143,32.63392857142857,0.5076428571428572,34.68607142857143,1.1035714285714286,34.11978571428571,3.8497500000000002,34.69225
2012,Bankura,2.457,2012,0.31957142857142856,28.221857142857143,0.20028571428571426,28.581714285714288,0.04157142857142857,27.759714285714285,0.0,25.75128571428571,0.0,23.015428571428572,0.001,23.049714285714288,0.007571428571428572,24.97228571428571,5.752571428571429,21.67757142857143,0.0018571428571428571,20.26057142857143,0.002,22.889000000000003,0.002,24.23671428571428,0.04271428571428571,26.202142857142857,0.16314285714285712,25.77557142857143,2.6101428571428573,26.25814285714286,0.02457142857142857,31.852571428571427,0.0,31.788142857142855,0.0,32.19271428571428,0.0,31.562714285714286,0.0,36.91328571428572,2.7721428571428572,34.218714285714285,5.2705714285714285,33.294714285714285,6.174166666666667,32.80283333333333,0.2599285714285714,28.401785714285715,0.020785714285714286,26.7555,0.0005,23.03257142857143,2.8800714285714286,23.32492857142857,0.0019285714285714286,21.574785714285717,0.022357142857142857,25.219428571428573,1.386642857142857,26.01685714285714,0.012285714285714285,31.820357142857144,0.0,31.877714285714287,1.3860714285714286,35.565999999999995,5.687615384615385,33.067692307692305
2013,Bankura,2.415,2013,0.0,26.26914285714286,0.0,26.878714285714288,0.0,26.088285714285714,0.2992857142857143,24.763,0.0,23.409,0.0,21.49385714285714,0.0,22.808142857142855,0.0,20.912000000000003,0.02242857142857143,22.781714285714287,0.386,24.570142857142855,0.5577142857142857,22.361142857142855,1.2565714285714285,24.807285714285715,0.13799999999999998,26.209,0.47014285714285714,27.868428571428574,0.6238571428571429,30.818714285714286,0.023142857142857142,33.41328571428571,0.024857142857142855,34.91657142857143,0.5337142857142857,34.64042857142857,0.6601428571428573,37.54028571428571,0.15242857142857144,36.926,0.0,41.235,3.433,38.5056,0.0,26.573928571428574,0.14964285714285716,25.425642857142858,0.0,22.451428571428572,0.0,21.860071428571427,0.2042142857142857,23.675928571428575,0.9071428571428571,23.584214285714285,0.30407142857142855,27.03871428571429,0.3235,32.116,0.2792857142857143,34.7785,0.4062857142857143,37.23314285714286,1.4304166666666667,40.09775
2014,Bankura,2.23,2014,0.013857142857142858,26.610857142857146,0.114,26.142714285714284,0.0,26.28514285714286,0.16199999999999998,22.184,0.0,23.460571428571427,0.0,23.772571428571432,0.0,23.89185714285714,0.4001428571428571,22.784142857142857,0.0,23.051571428571428,0.36371428571428577,23.660857142857143,0.059428571428571435,24.01328571428572,0.011142857142857144,27.01585714285714,0.8351428571428572,27.866000000000003,1.6255714285714284,25.067285714285713,1.0337142857142858,27.659,2.9197142857142855,24.59385714285714,0.22214285714285714,31.315571428571428,0.0,35.13928571428572,0.0031428571428571426,34.21814285714286,0.0,38.93242857142857,0.0,37.30771428571428,0.2218,39.1416,0.06392857142857143,26.376785714285713,0.08099999999999999,24.234571428571428,0.0,23.61657142857143,0.20007142857142854,23.337999999999997,0.18185714285714288,23.356214285714287,0.03528571428571429,25.51457142857143,1.230357142857143,26.46664285714286,1.9767142857142856,26.12642857142857,0.11107142857142857,33.227428571428575,0.0015714285714285713,36.57528571428571,0.09241666666666666,38.07183333333334
2015,Bankura,2.167,2015,0.026,27.60085714285714,0.047428571428571424,27.321428571428573,0.0,27.121857142857145,0.0,24.79585714285714,0.0,23.999714285714283,0.0,24.011857142857142,0.0,23.526142857142855,0.002285714285714286,22.566142857142857,0.1422857142857143,21.501857142857144,0.09585714285714286,23.876285714285718,1.237142857142857,25.734857142857145,0.032857142857142856,25.555,0.27771428571428575,26.493285714285715,1.744142857142857,27.705142857142857,0.03014285714285714,32.13657142857143,0.21614285714285714,30.696142857142856,0.0,35.458285714285715,0.0,35.61728571428572,2.777285714285714,36.684571428571424,0.6282857142857142,35.29157142857143,2.6285714285714286,33.513,0.45099999999999996,33.9426,0.03671428571428571,27.461142857142857,0.0,25.95885714285714,0.0,24.005785714285715,0.001142857142857143,23.046142857142858,0.11907142857142858,22.689071428571427,0.635,25.644928571428572,1.0109285714285714,27.099214285714286,0.12314285714285714,31.416357142857144,0.0,35.53778571428571,1.7027857142857141,35.98807142857142,1.7212500000000002,33.692
2016,Bankura,2.163,2016,0.10014285714285716,29.727,0.09457142857142856,29.27557142857143,0.0,27.022,0.0,25.106,0.0,23.29585714285714,0.0,22.679714285714287,0.004714285714285714,23.572857142857142,0.002,24.03757142857143,0.0,24.985857142857146,0.42600000000000005,22.673714285714286,0.6688571428571429,23.767142857142858,0.05157142857142857,27.812571428571427,0.5535714285714286,26.48657142857143,0.4802857142857143,31.119142857142858,3.6550000000000002,8.312857142857142,0.061285714285714284,31.75814285714286,0.3497142857142857,33.313,0.6177142857142857,34.76228571428572,0.0,36.56357142857143,2.208857142857143,34.879285714285714,0.6639999999999999,38.10585714285714,0.0285,42.51083333333333,0.09735714285714285,29.50128571428571,0.0,26.064,0.0,22.987785714285714,0.003357142857142857,23.80521428571429,0.21300000000000002,23.829785714285716,0.3602142857142857,25.78985714285714,0.5169285714285714,28.802857142857142,1.858142857142857,20.035500000000003,0.4837142857142857,34.03764285714286,1.1044285714285715,35.721428571428575,0.3706923076923077,40.13892307692308
2017,Bankura,2.092,2017,0.114,27.319285714285716,0.005,26.430142857142858,0.0,25.857571428571426,0.0,26.30457142857143,0.0,24.665,0.0,24.732857142857142,0.016,23.274714285714285,0.0,24.720428571428574,0.22285714285714286,22.361428571428572,0.0,25.32614285714286,0.5165714285714286,26.105142857142855,0.008142857142857143,26.738857142857142,0.4135714285714286,27.86285714285714,0.7162857142857143,29.436,0.3954285714285714,32.599714285714285,1.5305714285714287,32.865,0.531,31.309428571428572,0.20514285714285713,32.48871428571429,0.16199999999999998,35.28542857142857,0.32299999999999995,38.21242857142857,3.5868571428571423,33.794,0.0,36.545,0.059500000000000004,26.874714285714283,0.0,26.081071428571427,0.0,24.69892857142857,0.008,23.99757142857143,0.11142857142857143,23.843785714285712,0.2623571428571429,26.422,0.5649285714285714,28.64942857142857,0.9630000000000001,32.73235714285714,0.3680714285714286,31.89907142857143,0.2425,36.74892857142857,2.092333333333333,34.94025
2018,Bankura,2.127,2018,2.172285714285714,26.820142857142855,0.0,25.201,0.0005714285714285715,25.15057142857143,0.5302857142857142,25.01928571428571,0.055,24.716857142857144,0.0037142857142857142,23.836000000000002,0.0,23.812428571428573,0.20614285714285716,0.0,0.10642857142857143,0.0,0.12,0.0,0.21342857142857144,0.0,0.1142857142857143,0.0,2.4802857142857144,0.0,0.004428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16328571428571428,0.0,4.793285714285714,0.0,6.347142857142857,0.0,3.0856,0.0,1.086142857142857,26.01057142857143,0.2654285714285714,25.084928571428573,0.02935714285714286,24.27642857142857,0.10307142857142858,11.906214285714286,0.11321428571428571,0.0,0.16385714285714287,0.0,1.242357142857143,0.0,0.0,0.0,0.0,0.0,2.478285714285714,0.0,4.988166666666666,0.0
2019,Bankura,2.055,2019,0.22628571428571428,0.0,0.288,0.0,0.6924285714285715,0.0,0.07214285714285715,0.0,0.03442857142857143,0.0,0.03614285714285714,0.0,0.0832857142857143,12.615285714285715,0.0,23.91742857142857,0.16642857142857143,23.62142857142857,0.21185714285714288,25.368428571428574,0.39171428571428574,24.687,0.0,26.924,0.0,25.738714285714284,0.0,29.01557142857143,6.991142857142857,29.244428571428575,0.0,26.376857142857144,0.0,32.00228571428571,5.5724285714285715,31.39942857142857,0.495,34.612,0.7752857142857144,35.39357142857143,6.823571428571428,30.8,1.0164,33.6934,0.2571428571428572,0.0,0.3822857142857143,0.0,0.03528571428571429,0.0,0.04164285714285715,18.266357142857142,0.18914285714285714,24.494928571428574,0.19585714285714287,25.8055,0.0,27.377142857142854,3.4955714285714286,27.810642857142856,2.7862142857142858,31.700857142857142,0.6351428571428571,35.002785714285714,4.4039166666666665,32.005583333333334
2020,Bankura,2.038,2020,0.0,27.782857142857143,0.0,27.094285714285714,0.21942857142857145,25.611285714285714,0.05028571428571428,25.103714285714286,0.0,22.99614285714286,0.0802857142857143,20.082,0.27185714285714285,19.903142857142857,1.3232857142857142,19.789142857142856,0.09257142857142857,22.02914285714286,0.734,23.215571428571426,0.6294285714285716,23.10557142857143,0.05242857142857143,23.869714285714284,0.6902857142857143,25.558285714285716,0.11571428571428573,26.962999999999997,1.0392857142857144,26.964,0.0,28.560285714285715,0.0,29.853,8.944714285714285,28.910571428571426,0.18328571428571427,32.82442857142858,0.0,36.94357142857143,2.0105714285714287,36.71714285714285,0.8113333333333334,36.31283333333334,0.0,27.43857142857143,0.13485714285714287,25.357499999999998,0.04014285714285715,21.53907142857143,0.7975714285714286,19.84614285714286,0.41328571428571426,22.62235714285714,0.34092857142857147,23.487642857142855,0.403,26.26064285714286,0.5196428571428572,27.76214285714286,4.472357142857143,29.381785714285712,0.09164285714285714,34.884,1.4570769230769232,36.53053846153846
2021,Bankura,2.211,2021,0.3924285714285714,27.789428571428573,0.39585714285714285,25.894142857142857,0.0,27.064857142857143,0.0,25.363142857142858,0.0,23.80542857142857,0.0,23.309571428571427,0.0,23.63642857142857,0.0,27.044714285714285,0.0,23.801428571428573,0.11085714285714286,24.561857142857143,0.7240000000000001,23.876857142857144,0.41557142857142854,25.524571428571427,0.16514285714285712,26.257857142857144,0.7172857142857143,26.78142857142857,0.15085714285714283,32.577999999999996,0.058,34.638,1.6508571428571428,33.05442857142857,0.025285714285714283,33.33642857142857,0.08714285714285715,35.97857142857143,0.15557142857142855,36.111,1.0954285714285714,36.131142857142855,0.2452,36.8756,0.39414285714285713,26.841785714285717,0.0,26.214,0.0,23.5575,0.0,25.340571428571426,0.05542857142857143,24.181642857142858,0.5697857142857143,24.700714285714287,0.44121428571428567,26.519642857142856,0.10442857142857141,33.608,0.8380714285714286,33.19542857142857,0.12135714285714284,36.044785714285716,0.7411666666666666,36.44133333333333
2022,Bankura,2.172,2022,1.0255714285714286,25.63242857142857,0.19371428571428573,25.980142857142855,1.9438571428571427,23.936714285714288,0.0,24.37014285714286,0.0,22.02185714285714,0.0,21.280571428571427,0.11885714285714287,20.187285714285714,0.15885714285714284,23.315714285714286,0.4768571428571429,21.375285714285717,0.9418571428571428,19.860142857142858,1.1237142857142857,20.881714285714285,0.32128571428571423,22.419142857142855,0.15714285714285717,23.46128571428571,0.2532857142857143,25.403,6.895857142857143,26.167714285714286,0.40757142857142853,28.64414285714286,0.3931428571428571,31.438285714285715,0.10428571428571429,34.35057142857143,0.24057142857142857,34.18971428571429,0.34828571428571425,33.817571428571426,0.0,34.65871428571428,0.0,36.202999999999996,0.6096428571428572,25.806285714285714,0.9719285714285714,24.153428571428574,0.0,21.651214285714286,0.13885714285714285,21.7515,0.7093571428571429,20.61771428571429,0.7225,21.65042857142857,0.20521428571428574,24.432142857142857,3.6517142857142857,27.40592857142857,0.2487142857142857,32.89442857142857,0.29442857142857143,34.00364285714286,0.0,35.302166666666665
2023,Bankura,2.248,2023,0.002428571428571429,26.31385714285714,0.006857142857142858,26.143857142857144,0.0071428571428571435,25.508999999999997,0.05671428571428572,23.154571428571426,0.0,23.659857142857142,0.0,23.83142857142857,0.015571428571428571,22.666714285714285,0.02542857142857143,20.704,0.224,23.050142857142855,0.2864285714285714,21.83257142857143,0.04699999999999999,26.254714285714282,0.33414285714285713,26.502142857142854,0.43014285714285716,28.653714285714283,0.3192857142857143,27.426571428571428,0.2775714285714286,31.260142857142856,0.0,33.24728571428572,0.1922857142857143,31.621000000000002,4.904142857142857,28.991999999999997,0.0,32.03885714285714,1.0155714285714286,30.654428571428575,0.8790000000000001,34.184714285714286,0.8474,37.0164,0.004642857142857143,26.228857142857144,0.031928571428571424,24.33178571428571,0.0,23.745642857142858,0.020499999999999997,21.685357142857146,0.2552142857142857,22.44135714285714,0.19057142857142859,26.37842857142857,0.37471428571428567,28.040142857142857,0.1387857142857143,32.25371428571429,2.548214285714286,30.3065,0.5077857142857143,31.346642857142857,0.8658333333333333,35.364583333333336
2024,Bankura,2.245,2024,0.20599999999999996,27.159714285714283,0.0054285714285714284,26.252142857142854,1.5482857142857145,22.440571428571428,0.03542857142857143,22.37628571428571,0.005,20.153,0.006714285714285714,21.518571428571427,0.10457142857142857,22.22342857142857,0.004428571428571428,22.113,0.0,20.417571428571428,0.0,18.55314285714286,0.506,18.826285714285714,1.1622857142857141,22.64557142857143,0.4328571428571429,22.875857142857143,1.766,25.13842857142857,0.4571428571428572,25.638571428571428,0.0,27.413,0.0,29.003142857142855,2.7905714285714285,29.034,2.2447142857142857,28.69242857142857,0.6479999999999999,32.87128571428571,0.048428571428571425,32.42785714285714,1.3958333333333333,32.63933333333333,0.10571428571428569,26.70592857142857,0.7918571428571429,22.408428571428573,0.005857142857142858,20.835785714285716,0.0545,22.16821428571429,0.0,19.485357142857143,0.8341428571428572,20.73592857142857,1.0994285714285714,24.00714285714286,0.2285714285714286,26.525785714285714,1.3952857142857142,29.018571428571427,1.4463571428571431,30.781857142857145,0.6703076923076924,32.52546153846154
