Year,District,Rice_Yield_t_ha,year,week_1_precip,week_1_LST,week_2_precip,week_2_LST,week_3_precip,week_3_LST,week_4_precip,week_4_LST,week_5_precip,week_5_LST,week_6_precip,week_6_LST,week_7_precip,week_7_LST,week_8_precip,week_8_LST,week_9_precip,week_9_LST,week_10_precip,week_10_LST,week_11_precip,week_11_LST,week_12_precip,week_12_LST,week_13_precip,week_13_LST,week_14_precip,week_14_LST,week_15_precip,week_15_LST,week_16_precip,week_16_LST,week_17_precip,week_17_LST,week_18_precip,week_18_LST,week_19_precip,week_19_LST,week_20_precip,week_20_LST,week_21_precip,week_21_LST,week_22_precip,week_22_LST,fortnight_1_precip,fortnight_1_LST,fortnight_2_precip,fortnight_2_LST,fortnight_3_precip,fortnight_3_LST,fortnight_4_precip,fortnight_4_LST,fortnight_5_precip,fortnight_5_LST,fortnight_6_precip,fortnight_6_LST,fortnight_7_precip,fortnight_7_LST,fortnight_8_precip,fortnight_8_LST,fortnight_9_precip,fortnight_9_LST,fortnight_10_precip,fortnight_10_LST,fortnight_11_precip,fortnight_11_LST
2001,Jalpaiguri,2.65,2001,0.0,24.78757142857143,0.0,25.285285714285717,0.0,23.551,0.0,23.930285714285713,0.0,23.518571428571427,0.0,25.274714285714285,0.5468571428571428,24.143571428571427,0.0,21.700857142857142,0.0,20.971,0.6154285714285714,23.991285714285713,0.0,21.296857142857142,0.0,22.394,0.0,23.499,0.3764285714285714,27.547285714285714,1.183857142857143,25.683142857142855,1.324,27.221285714285717,0.0,29.878714285714288,0.0,30.819714285714287,0.2662857142857143,30.99542857142857,4.341285714285714,29.70057142857143,0.0,30.502000000000002,11.945600000000002,28.4072,0.0,25.03642857142857,0.0,23.74064285714286,0.0,24.396642857142858,0.2734285714285714,22.922214285714286,0.3077142857142857,22.481142857142856,0.0,21.845428571428574,0.1882142857142857,25.523142857142858,1.2539285714285715,26.452214285714287,0.0,30.349214285714286,2.303785714285714,30.348000000000003,4.977333333333334,29.629166666666666
2002,Jalpaiguri,2.72,2002,0.0,26.621999999999996,0.0,24.681285714285714,0.0,23.01685714285714,0.0,21.718285714285713,0.0,24.448,0.06871428571428571,24.65042857142857,0.0,23.76214285714286,0.0,22.824285714285715,0.001142857142857143,22.631857142857143,0.04,20.417571428571428,1.307857142857143,19.133857142857146,0.0,22.118428571428574,1.3914285714285715,23.312285714285714,0.009142857142857144,25.80657142857143,0.5042857142857142,26.144714285714286,0.0,27.03157142857143,0.0,27.51585714285714,0.8501428571428571,29.120714285714286,3.666714285714286,8.602857142857143,5.310714285714286,25.143857142857144,4.1240000000000006,28.573857142857143,5.0116,29.0736,0.0,25.651642857142857,0.0,22.36757142857143,0.03435714285714286,24.54921428571429,0.0,23.29321428571429,0.020571428571428574,21.524714285714285,0.6539285714285715,20.626142857142856,0.7002857142857143,24.559428571428572,0.2521428571428571,26.588142857142856,0.42507142857142854,28.318285714285715,4.488714285714286,16.87335714285714,4.493833333333334,28.782083333333333
2003,Jalpaiguri,2.81,2003,0.0,25.684714285714286,0.0,27.015428571428572,0.0,26.305,0.0,24.61171428571429,0.0,24.302714285714284,0.016857142857142855,20.692714285714285,0.05457142857142857,20.041,0.0,20.975857142857144,0.0,20.575142857142858,0.0,21.639285714285712,1.2518571428571428,19.73414285714286,0.013,21.038857142857143,0.0,22.119571428571426,3.765571428571429,23.446285714285715,0.4032857142857143,24.82785714285714,0.0,24.783571428571427,2.235142857142857,25.053285714285714,1.407,24.137857142857143,1.8599999999999999,27.665714285714284,0.08742857142857142,25.877285714285712,2.0797142857142856,29.332714285714285,3.9232,27.076600000000003,0.0,26.35007142857143,0.0,25.458357142857146,0.008428571428571428,22.497714285714284,0.027285714285714285,20.50842857142857,0.0,21.107214285714285,0.6324285714285713,20.3865,1.8827857142857145,22.782928571428574,0.20164285714285715,24.805714285714284,1.8210714285714287,24.595571428571425,0.9737142857142856,26.7715,2.8478333333333334,28.392666666666667
2004,Jalpaiguri,2.93,2004,0.0,24.58257142857143,0.0,24.738142857142858,0.0,23.60442857142857,0.0,24.535714285714285,0.0,16.446142857142856,0.0,13.185714285714285,0.7424285714285714,20.508857142857146,0.0,20.212285714285713,0.06471428571428571,20.040142857142857,0.6982857142857143,21.275857142857145,1.0117142857142858,20.419999999999998,0.013285714285714286,21.66257142857143,0.0,25.014714285714287,0.983,24.758142857142854,0.0,25.56414285714286,0.0,25.151857142857146,2.5844285714285715,27.663999999999998,0.141,29.036571428571428,0.5398571428571428,25.098285714285712,0.11657142857142856,27.955857142857145,9.417428571428571,24.98671428571429,0.49933333333333324,24.03933333333333,0.0,24.660357142857144,0.0,24.070071428571428,0.0,14.815928571428572,0.3712142857142857,20.36057142857143,0.3815,20.657999999999998,0.5125,21.041285714285713,0.4915,24.886428571428574,0.0,25.358,1.3627142857142858,28.350285714285715,0.3282142857142857,26.52707142857143,5.301384615384616,24.54946153846154
2005,Jalpaiguri,3.01,2005,0.0,24.60057142857143,0.0007142857142857143,26.061714285714285,0.0,25.907,0.0,25.817857142857143,0.0,23.81157142857143,0.01,20.91857142857143,0.0,20.303714285714285,0.0,22.314,0.0,20.614714285714285,1.1528571428571428,18.866000000000003,0.9064285714285714,21.079571428571427,0.25,21.860000000000003,0.0,24.561714285714288,0.22085714285714286,26.066285714285716,0.864,27.818571428571428,0.0,26.32914285714286,0.006571428571428571,27.690857142857144,4.400428571428571,28.33257142857143,1.254,25.80557142857143,2.0740000000000003,27.819,2.629142857142857,26.25957142857143,0.0,25.982799999999997,0.00035714285714285714,25.331142857142858,0.0,25.862428571428573,0.005,22.36507142857143,0.0,21.308857142857143,0.5764285714285714,19.740357142857142,0.5782142857142857,21.469785714285713,0.11042857142857143,25.314,0.432,27.073857142857143,2.2035,28.011714285714284,1.664,26.812285714285714,1.5336666666666667,26.14425
2006,Jalpaiguri,3.08,2006,0.0,25.151714285714288,0.0,23.754714285714282,0.0,24.00728571428571,0.0,25.532714285714285,0.0,25.29642857142857,0.0,24.744142857142858,0.0,23.239714285714285,0.073,22.406714285714287,0.1392857142857143,20.689857142857143,0.0,21.014714285714287,0.35842857142857143,23.659714285714283,0.35842857142857143,24.640428571428572,0.0,26.441285714285716,0.5674285714285714,24.368428571428574,0.33614285714285713,24.86542857142857,0.0,27.866999999999997,4.1124285714285715,28.798142857142857,0.0,29.172714285714285,0.0,29.52857142857143,5.825857142857143,31.060285714285715,8.726714285714285,28.531,0.0,32.3516,0.0,24.45321428571429,0.0,24.77,0.0,25.020285714285713,0.0365,22.823214285714283,0.06964285714285715,20.852285714285717,0.35842857142857143,24.15007142857143,0.2837142857142857,25.404857142857143,0.16807142857142857,26.366214285714285,2.0562142857142858,28.98542857142857,2.9129285714285715,30.294428571428572,5.090583333333333,30.12291666666667
2007,Jalpaiguri,3.15,2007,0.0,25.392857142857142,0.0,22.511285714285716,0.0,23.061714285714285,0.0,22.895285714285713,0.0,23.048,0.0,24.187,0.0,21.45642857142857,0.001142857142857143,21.023714285714284,0.005714285714285714,20.010714285714283,0.06157142857142857,19.823571428571427,0.2825714285714286,24.454285714285714,1.263142857142857,20.865714285714287,2.7228571428571433,21.881714285714285,0.5972857142857143,20.999571428571432,0.181,24.92342857142857,1.6448571428571428,24.307,0.8167142857142856,26.006571428571426,0.0,28.738857142857142,0.23557142857142857,27.90642857142857,0.5479999999999999,30.53257142857143,8.184714285714284,25.93342857142857,2.9156,28.171000000000003,0.0,23.95207142857143,0.0,22.9785,0.0,23.6175,0.0005714285714285715,21.24007142857143,0.03364285714285714,19.917142857142856,0.7728571428571429,22.66,1.6600714285714286,21.440642857142855,0.9129285714285713,24.615214285714284,0.4083571428571428,27.372714285714288,0.39178571428571424,29.219500000000004,5.989249999999999,26.865750000000002
2008,Jalpaiguri,3.12,2008,0.0071428571428571435,26.62,0.0,27.662142857142857,0.0,24.75985714285714,0.0,23.112142857142857,0.0,23.981428571428573,0.0,22.903,0.0,22.820999999999998,0.0,0.0,0.0,0.0,3.2317142857142858,0.0,0.07257142857142858,0.0,0.0,0.0,0.07342857142857143,0.0,0.9417142857142858,0.0,0.007285714285714285,0.0,0.355,0.0,0.23099999999999996,0.0,0.16542857142857142,0.0,0.026857142857142857,0.0,8.083142857142857,0.0,1.989142857142857,0.0,3.7935,0.0,0.0035714285714285718,27.14107142857143,0.0,23.936,0.0,23.44221428571429,0.0,11.410499999999999,1.6158571428571429,0.0,0.03628571428571429,0.0,0.5075714285714286,0.0,0.18114285714285713,0.0,0.1982142857142857,0.0,4.055000000000001,0.0,2.821923076923077,0.0
2009,Jalpaiguri,3.05,2009,0.17257142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,12.636142857142858,0.49342857142857144,22.13485714285714,0.015285714285714286,22.945,0.004857142857142858,23.210571428571427,0.48857142857142855,23.330000000000002,0.04128571428571428,24.063142857142857,0.4134285714285714,25.762714285714285,0.0,26.711000000000002,0.5857142857142856,24.245857142857144,0.0,26.364857142857144,0.0,26.99742857142857,0.3082857142857143,28.740571428571428,0.11071428571428572,29.655285714285714,5.952857142857143,25.940857142857144,4.098428571428571,26.590857142857143,0.0186,28.8476,0.08628571428571429,0.0,0.0,0.0,0.005,0.0,0.24671428571428572,17.3855,0.010071428571428573,23.077785714285714,0.26492857142857146,23.696571428571428,0.2067142857142857,26.23685714285714,0.2928571428571428,25.30535714285714,0.15414285714285714,27.869,3.0317857142857143,27.79807142857143,2.3985,27.531166666666667
2010,Jalpaiguri,3.09,2010,0.0,21.014857142857146,0.0,25.234857142857145,0.0,24.794142857142855,0.0,21.861142857142855,0.0,21.156,0.0,20.35442857142857,0.0,19.695714285714285,0.08157142857142856,21.459,0.7302857142857143,20.796,0.0,20.389714285714287,0.0,24.072000000000003,0.028714285714285716,22.002000000000002,0.37414285714285717,24.68285714285714,0.24914285714285714,24.256714285714285,0.029285714285714286,25.774714285714285,0.25542857142857145,26.920142857142856,0.18414285714285714,28.594285714285714,0.824,30.96,0.30957142857142855,28.684428571428572,1.2095714285714287,24.542285714285715,0.032285714285714286,29.489285714285717,4.494,28.1974,0.0,23.12485714285714,0.0,23.327642857142855,0.0,20.755214285714285,0.04078571428571428,20.577357142857142,0.36514285714285716,20.592857142857145,0.014357142857142858,23.037000000000003,0.31164285714285717,24.469785714285713,0.14235714285714288,26.347428571428573,0.5040714285714285,29.777142857142856,0.7595714285714286,26.613357142857144,1.891333333333333,28.950999999999997
